device_id,timestamp,sensor_type,ip_address,firmware_version,data_frequency_seconds,disk_free_percent,update_required,checksum_valid,status,label
raspi_062,2025-05-07 17:35:09.644812,multi,192.168.224.202,v2.0.5,14,47.3,0,0,1,True
raspi_033,2025-05-07 17:35:10.154572,thermique,192.168.144.216,v2.6.7,25,76.9,0,1,1,False
raspi_046,2025-05-07 17:35:10.138528,multi,192.168.44.252,v1.6.2,11,60.9,0,1,1,False
raspi_029,2025-05-07 17:35:10.275707,cardio,192.168.44.217,v3.4.4,26,57.1,0,1,1,False
raspi_010,2025-05-07 17:35:10.654231,multi,192.168.68.52,v2.2.6,16,63.5,0,1,1,False
raspi_092,2025-05-07 17:35:10.938242,thermique,192.168.160.229,v1.2.1,18,62.3,0,1,1,False
raspi_030,2025-05-07 17:35:11.085488,multi,192.168.243.44,v2.2.0,23,43.0,0,1,1,False
raspi_016,2025-05-07 17:35:11.408707,thermique,192.168.97.242,v1.0.4,11,52.3,0,1,1,False
raspi_006,2025-05-07 17:35:11.389750,thermique,192.168.53.47,v2.0.1,17,58.1,0,1,1,False
raspi_028,2025-05-07 17:35:11.498744,cardio,192.168.148.58,v2.7.2,24,61.4,0,1,1,False
raspi_024,2025-05-07 17:35:11.656636,cardio,192.168.182.45,v3.0.2,29,70.8,0,1,1,False
raspi_069,2025-05-07 17:35:11.746057,cardio,192.168.65.223,v1.7.8,16,53.0,0,1,1,False
raspi_017,2025-05-07 17:35:11.758227,thermique,192.168.99.176,v3.3.1,11,79.0,0,1,1,False
raspi_084,2025-05-07 17:35:12.255778,cardio,192.168.56.122,v3.8.5,23,64.9,0,1,1,False
raspi_076,2025-05-07 17:35:12.422235,multi,192.168.142.4,v1.9.3,24,74.1,0,1,1,False
raspi_008,2025-05-07 17:35:12.528002,thermique,192.168.73.238,v3.7.0,24,70.0,0,1,1,False
raspi_063,2025-05-07 17:35:12.682550,thermique,192.168.48.234,v2.0.1,24,42.1,0,1,1,False
raspi_064,2025-05-07 17:35:12.854329,thermique,192.168.27.23,v3.4.9,23,46.7,0,1,1,False
raspi_065,2025-05-07 17:35:12.867517,cardio,192.168.217.28,v3.2.6,22,72.0,0,1,1,False
raspi_003,2025-05-07 17:35:12.850249,thermique,192.168.103.147,v3.2.8,20,48.2,0,1,1,False
raspi_037,2025-05-07 17:35:13.153121,multi,192.168.34.141,v2.8.8,16,36.7,0,1,1,False
raspi_060,2025-05-07 17:35:13.241034,multi,192.168.71.115,v3.6.7,17,8.7,1,1,1,True
raspi_005,2025-05-07 17:35:13.374797,thermique,192.168.162.153,v3.0.5,16,74.6,0,1,1,False
raspi_019,2025-05-07 17:35:13.449428,cardio,192.168.90.29,v1.4.1,15,7.6,0,1,2,True
raspi_079,2025-05-07 17:35:13.589650,cardio,192.168.243.119,v3.8.0,24,64.3,0,1,1,False
raspi_007,2025-05-07 17:35:14.726903,thermique,192.168.167.82,v2.2.7,26,58.3,0,1,1,False
raspi_039,2025-05-07 17:35:15.157570,thermique,192.168.238.108,v2.3.2,27,43.1,0,1,1,False
raspi_099,2025-05-07 17:35:15.470247,thermique,192.168.117.180,v2.2.7,30,59.7,0,1,1,False
raspi_014,2025-05-07 17:35:15.471297,thermique,192.168.124.131,v3.4.3,15,36.3,0,1,1,False
raspi_068,2025-05-07 17:35:15.431490,cardio,192.168.214.88,v2.0.0,10,33.4,0,1,1,False
raspi_012,2025-05-07 17:35:15.671787,thermique,192.168.62.253,v1.8.3,30,78.8,0,1,1,False
raspi_061,2025-05-07 17:35:16.528006,multi,192.168.74.5,v1.6.2,27,37.2,0,1,1,False
raspi_081,2025-05-07 17:35:16.497779,multi,192.168.254.151,v1.9.3,16,56.8,0,1,1,False
raspi_083,2025-05-07 17:35:16.503375,thermique,192.168.180.32,v2.2.5,21,33.2,0,1,1,False
raspi_045,2025-05-07 17:35:16.678362,multi,192.168.127.153,v2.9.9,28,69.0,0,1,1,False
raspi_004,2025-05-07 17:35:16.745050,thermique,192.168.250.99,v2.1.1,10,77.5,0,1,1,False
raspi_018,2025-05-07 17:35:16.970008,thermique,192.168.76.45,v1.2.9,10,66.5,0,1,1,False
raspi_042,2025-05-07 17:35:17.277262,cardio,192.168.121.73,v3.5.0,27,64.4,0,1,1,False
raspi_001,2025-05-07 17:35:17.367958,cardio,192.168.154.123,v2.3.8,13,40.3,0,1,1,False
raspi_088,2025-05-07 17:35:17.576696,cardio,192.168.185.107,v3.6.9,19,60.6,0,1,1,False
raspi_034,2025-05-07 17:35:17.700356,cardio,192.168.38.85,v3.4.1,15,46.9,0,1,1,False
raspi_095,2025-05-07 17:35:18.713609,multi,192.168.15.168,v3.4.8,13,34.4,0,1,1,False
raspi_032,2025-05-07 17:35:19.280403,cardio,192.168.138.223,v2.3.7,29,49.3,0,1,1,False
raspi_048,2025-05-07 17:35:19.426775,multi,192.168.208.51,v2.7.0,14,75.2,0,1,1,False
raspi_087,2025-05-07 17:35:19.959474,thermique,192.168.35.180,v2.7.3,28,32.4,0,1,1,False
raspi_082,2025-05-07 17:35:19.994566,cardio,192.168.97.200,v2.2.2,12,61.7,0,1,1,False
raspi_040,2025-05-07 17:35:20.318950,cardio,192.168.89.139,v3.8.2,23,78.3,0,1,1,False
raspi_055,2025-05-07 17:35:20.616102,thermique,192.168.232.251,v3.3.1,23,47.1,0,1,1,False
raspi_044,2025-05-07 17:35:20.892671,cardio,192.168.116.201,v3.1.3,27,58.2,0,1,1,False
raspi_011,2025-05-07 17:35:21.016569,cardio,192.168.11.164,v3.2.8,10,39.3,0,1,1,False
raspi_089,2025-05-07 17:35:21.130253,cardio,192.168.43.239,v1.9.4,30,5.7,0,1,0,True
raspi_050,2025-05-07 17:35:21.366192,cardio,192.168.76.40,v3.9.8,22,75.6,0,1,1,False
raspi_094,2025-05-07 17:35:21.556187,cardio,192.168.50.107,v2.3.0,10,34.5,0,1,1,False
raspi_078,2025-05-07 17:35:21.609574,multi,192.168.5.5,v3.2.2,11,68.6,0,1,1,False
raspi_031,2025-05-07 17:35:21.709519,cardio,192.168.78.124,v3.5.2,19,43.0,0,1,1,False
raspi_021,2025-05-07 17:35:21.851242,thermique,192.168.106.249,v2.3.5,19,54.6,0,1,1,False
raspi_056,2025-05-07 17:35:22.061774,thermique,192.168.131.248,v2.7.3,15,55.9,0,1,1,False
raspi_017,2025-05-07 17:35:22.051552,thermique,192.168.197.158,v2.3.2,14,63.8,0,1,1,False
raspi_049,2025-05-07 17:35:22.190828,thermique,192.168.168.132,v3.6.9,23,64.8,0,1,1,False
raspi_075,2025-05-07 17:35:22.182587,multi,192.168.88.39,v3.7.5,12,73.5,0,1,1,False
raspi_090,2025-05-07 17:35:22.200845,multi,192.168.122.230,v3.3.2,10,58.6,0,1,1,False
raspi_062,2025-05-07 17:35:22.324931,cardio,192.168.252.243,v2.8.5,21,45.2,0,1,1,False
raspi_077,2025-05-07 17:35:22.561635,thermique,192.168.214.223,v3.5.2,24,69.5,0,1,1,False
raspi_023,2025-05-07 17:35:22.984863,cardio,192.168.21.148,v1.6.3,13,69.9,0,1,1,False
raspi_058,2025-05-07 17:35:23.375393,multi,192.168.93.30,v3.8.8,25,73.0,0,1,1,False
raspi_067,2025-05-07 17:35:24.094513,multi,192.168.46.184,v2.5.1,21,54.4,0,1,1,False
raspi_092,2025-05-07 17:35:24.194046,multi,192.168.119.122,v1.3.4,24,42.5,0,1,1,False
raspi_100,2025-05-07 17:35:24.234234,cardio,192.168.184.205,v3.8.1,16,69.9,0,1,1,False
raspi_070,2025-05-07 17:35:24.283732,thermique,192.168.11.17,v1.2.0,30,45.1,0,1,1,False
raspi_073,2025-05-07 17:35:24.454294,multi,192.168.131.177,v2.8.7,19,72.2,0,1,1,False
raspi_027,2025-05-07 17:35:24.595504,multi,192.168.30.177,v1.9.6,10,40.6,0,1,1,False
raspi_028,2025-05-07 17:35:24.788827,multi,192.168.40.203,v2.3.6,12,57.6,0,1,1,False
raspi_079,2025-05-07 17:35:24.883439,thermique,192.168.17.1,v2.3.1,11,69.2,0,1,1,False
raspi_057,2025-05-07 17:35:25.432719,multi,192.168.29.235,v1.8.7,28,6.8,1,1,1,True
raspi_041,2025-05-07 17:35:25.416868,multi,192.168.182.57,v1.3.2,26,59.6,0,1,1,False
raspi_036,2025-05-07 17:35:25.402423,cardio,192.168.144.58,v2.3.1,23,46.1,0,1,1,False
raspi_022,2025-05-07 17:35:25.460612,multi,192.168.236.150,v1.2.0,28,51.3,0,1,1,False
raspi_016,2025-05-07 17:35:25.654534,cardio,192.168.56.27,v1.8.7,23,41.8,0,1,1,False
raspi_074,2025-05-07 17:35:25.879515,cardio,192.168.130.253,v3.5.3,18,65.6,0,1,1,False
raspi_069,2025-05-07 17:35:26.033501,multi,192.168.23.106,v1.6.8,27,35.9,0,1,1,False
raspi_076,2025-05-07 17:35:26.695312,cardio,192.168.47.216,v2.7.4,30,51.3,0,1,1,False
raspi_063,2025-05-07 17:35:26.872429,thermique,192.168.182.242,v3.7.1,11,38.4,0,1,1,False
raspi_084,2025-05-07 17:35:27.477207,multi,192.168.55.199,v2.9.4,13,53.5,0,1,1,False
raspi_047,2025-05-07 17:35:27.451890,thermique,192.168.180.76,v2.1.9,30,43.1,0,1,1,False
raspi_085,2025-05-07 17:35:27.453024,multi,192.168.224.8,v1.4.0,12,72.5,0,1,1,False
raspi_015,2025-05-07 17:35:27.528115,cardio,192.168.233.250,v3.3.9,25,58.1,0,1,0,True
raspi_051,2025-05-07 17:35:27.752497,cardio,192.168.17.215,v2.0.2,20,64.2,0,1,1,False
raspi_086,2025-05-07 17:35:28.072295,multi,192.168.31.7,v3.1.8,22,58.6,0,1,1,False
raspi_030,2025-05-07 17:35:28.288220,cardio,192.168.223.253,v2.3.5,14,74.8,0,1,1,False
raspi_054,2025-05-07 17:35:28.440889,thermique,192.168.38.192,v2.3.1,28,77.7,0,1,1,False
raspi_002,2025-05-07 17:35:28.576689,multi,192.168.15.247,v2.8.8,26,30.8,0,1,1,False
raspi_095,2025-05-07 17:35:28.901529,thermique,192.168.110.244,v3.7.0,25,30.8,0,1,1,False
raspi_066,2025-05-07 17:35:28.890807,thermique,192.168.30.90,v1.7.6,13,38.2,0,1,1,False
raspi_097,2025-05-07 17:35:28.954535,thermique,192.168.66.204,v2.7.7,29,48.2,0,1,1,False
raspi_098,2025-05-07 17:35:29.168593,multi,192.168.87.231,v3.7.8,30,68.7,0,1,1,False
raspi_037,2025-05-07 17:35:29.345622,thermique,192.168.186.193,v1.9.7,10,50.6,0,0,1,True
raspi_013,2025-05-07 17:35:29.429984,multi,192.168.41.141,v3.6.0,15,31.1,0,1,1,False
raspi_025,2025-05-07 17:35:29.618738,multi,192.168.6.180,v3.5.0,27,30.2,0,1,1,False
raspi_072,2025-05-07 17:35:29.632735,multi,192.168.31.121,v2.9.7,28,49.8,0,1,1,False
raspi_038,2025-05-07 17:35:29.873569,thermique,192.168.106.43,v2.1.3,30,41.5,0,1,1,False
raspi_083,2025-05-07 17:35:29.853533,thermique,192.168.116.218,v3.5.4,17,71.5,0,1,1,False
raspi_039,2025-05-07 17:35:30.338696,cardio,192.168.85.97,v2.8.3,26,72.2,0,1,1,False
raspi_040,2025-05-07 17:35:30.495997,thermique,192.168.30.45,v1.4.5,12,40.8,0,1,1,False
raspi_019,2025-05-07 17:35:30.717807,multi,192.168.120.104,v3.5.2,27,45.1,0,1,1,False
raspi_061,2025-05-07 17:35:30.855907,cardio,192.168.1.255,v1.4.3,16,77.0,1,1,2,True
raspi_052,2025-05-07 17:35:31.184346,cardio,192.168.104.247,v2.4.4,18,42.7,0,1,1,False
raspi_096,2025-05-07 17:35:31.776961,cardio,192.168.33.197,v3.9.7,23,44.7,0,1,1,False
raspi_010,2025-05-07 17:35:31.828459,thermique,192.168.224.27,v2.1.6,20,32.3,0,1,1,False
raspi_080,2025-05-07 17:35:32.053486,cardio,192.168.231.245,v1.0.1,25,38.0,0,1,1,False
raspi_020,2025-05-07 17:35:32.103914,multi,192.168.45.30,v1.9.6,10,33.2,0,1,1,False
raspi_017,2025-05-07 17:35:32.493529,cardio,192.168.135.175,v3.5.2,10,37.2,0,1,1,False
raspi_091,2025-05-07 17:35:32.619070,thermique,192.168.198.229,v2.0.4,14,65.4,0,1,1,False
raspi_048,2025-05-07 17:35:32.628966,multi,192.168.207.63,v1.6.8,23,55.2,0,1,1,False
raspi_075,2025-05-07 17:35:32.665439,thermique,192.168.147.38,v2.5.3,27,7.5,0,1,1,True
raspi_043,2025-05-07 17:35:32.908937,thermique,192.168.83.106,v1.0.6,12,39.6,0,1,1,False
raspi_031,2025-05-07 17:35:32.999874,multi,192.168.164.105,v1.4.7,27,78.2,0,1,1,False
raspi_009,2025-05-07 17:35:32.985996,multi,192.168.45.169,v3.8.3,28,79.5,0,1,1,False
raspi_093,2025-05-07 17:35:33.128242,cardio,192.168.146.60,v2.5.1,30,71.7,0,1,1,False
raspi_026,2025-05-07 17:35:33.251863,multi,192.168.165.198,v1.7.7,30,41.0,0,1,1,False
raspi_055,2025-05-07 17:35:33.949573,multi,192.168.236.218,v1.6.2,29,44.5,0,1,1,False
raspi_003,2025-05-07 17:35:34.174576,multi,192.168.16.235,v2.7.1,20,56.2,0,1,1,False
raspi_060,2025-05-07 17:35:34.487514,thermique,192.168.19.84,v1.3.1,23,47.0,0,1,1,False
raspi_006,2025-05-07 17:35:34.682111,cardio,192.168.93.231,v1.3.6,23,42.7,0,1,1,False
raspi_014,2025-05-07 17:35:34.736813,cardio,192.168.87.127,v1.9.5,16,53.6,0,1,1,False
raspi_035,2025-05-07 17:35:35.881665,cardio,192.168.67.223,v1.8.5,21,72.1,0,1,1,False
raspi_088,2025-05-07 17:35:35.866717,thermique,192.168.127.234,v2.9.4,10,42.3,0,1,1,False
raspi_071,2025-05-07 17:35:35.995575,cardio,192.168.212.64,v3.7.2,30,33.6,0,1,1,False
raspi_064,2025-05-07 17:35:36.128441,thermique,192.168.165.228,v1.7.8,27,33.9,0,1,1,False
raspi_044,2025-05-07 17:35:36.157327,multi,192.168.193.230,v3.8.6,28,35.1,0,1,1,False
raspi_018,2025-05-07 17:35:36.240636,thermique,192.168.239.147,v1.3.7,27,41.0,0,1,1,False
raspi_021,2025-05-07 17:35:36.115726,multi,192.168.142.148,v3.9.8,17,68.8,1,0,1,True
raspi_046,2025-05-07 17:35:36.557118,thermique,192.168.78.91,v3.6.8,18,69.6,0,1,1,False
raspi_090,2025-05-07 17:35:36.742569,multi,192.168.180.36,v1.5.8,25,45.2,0,1,1,False
raspi_034,2025-05-07 17:35:36.953314,thermique,192.168.16.159,v1.4.5,26,48.9,0,1,1,False
raspi_045,2025-05-07 17:35:37.024585,thermique,192.168.207.230,v2.1.8,29,35.2,0,1,1,False
raspi_065,2025-05-07 17:35:37.203531,cardio,192.168.51.126,v1.5.6,23,59.0,0,1,1,False
raspi_053,2025-05-07 17:35:37.423592,multi,192.168.6.41,v2.8.6,16,59.5,0,1,1,False
raspi_001,2025-05-07 17:35:37.568071,multi,192.168.251.200,v1.2.7,14,40.6,0,1,1,False
raspi_049,2025-05-07 17:35:37.666020,thermique,192.168.27.64,v2.6.5,20,72.8,1,1,1,True
raspi_077,2025-05-07 17:35:37.874973,thermique,192.168.238.58,v3.3.7,12,60.8,0,1,1,False
raspi_024,2025-05-07 17:35:37.943094,cardio,192.168.9.89,v1.7.1,29,64.4,0,1,1,False
raspi_087,2025-05-07 17:35:38.160785,cardio,192.168.173.211,v2.0.5,20,59.8,1,0,1,True
raspi_023,2025-05-07 17:35:38.184554,cardio,192.168.68.200,v3.0.3,15,38.0,0,1,1,False
raspi_067,2025-05-07 17:35:38.283339,cardio,192.168.59.98,v1.7.9,22,39.1,0,1,1,False
raspi_059,2025-05-07 17:35:38.344718,multi,192.168.97.171,v1.4.4,15,71.6,0,1,1,False
raspi_030,2025-05-07 17:35:38.470067,multi,192.168.58.127,v2.5.8,27,35.4,0,1,1,False
raspi_033,2025-05-07 17:35:38.486379,multi,192.168.230.76,v2.1.4,28,76.8,0,1,1,False
raspi_007,2025-05-07 17:35:38.926848,multi,192.168.99.99,v3.9.1,27,41.7,0,1,1,False
raspi_029,2025-05-07 17:35:39.572071,cardio,192.168.122.254,v2.0.0,12,59.5,0,1,1,False
raspi_008,2025-05-07 17:35:39.798313,thermique,192.168.1.201,v1.4.2,26,48.1,0,1,1,False
raspi_051,2025-05-07 17:35:40.020773,thermique,192.168.228.234,v2.4.8,26,58.8,0,1,1,False
raspi_016,2025-05-07 17:35:39.965097,multi,192.168.100.81,v1.6.8,23,71.4,0,1,1,False
raspi_038,2025-05-07 17:35:40.110959,thermique,192.168.45.23,v1.1.1,19,66.8,0,1,1,False
raspi_042,2025-05-07 17:35:40.480589,thermique,192.168.254.37,v3.9.2,25,74.2,0,1,1,False
raspi_058,2025-05-07 17:35:40.536892,multi,192.168.196.98,v3.8.5,30,49.3,0,1,1,False
raspi_036,2025-05-07 17:35:40.829232,thermique,192.168.175.240,v1.3.5,21,76.4,0,1,1,False
raspi_063,2025-05-07 17:35:41.501747,cardio,192.168.20.1,v2.3.0,16,43.6,0,1,1,False
raspi_099,2025-05-07 17:35:41.722189,thermique,192.168.178.71,v3.3.3,13,65.0,0,1,1,False
raspi_085,2025-05-07 17:35:41.901504,thermique,192.168.162.63,v3.8.7,25,72.2,0,1,1,False
raspi_074,2025-05-07 17:35:42.091086,thermique,192.168.113.91,v1.0.7,14,62.4,0,1,1,False
raspi_004,2025-05-07 17:35:42.105735,thermique,192.168.116.86,v3.3.9,12,36.9,0,1,1,False
raspi_039,2025-05-07 17:35:42.527539,multi,192.168.254.252,v2.3.5,29,65.4,0,1,1,False
raspi_005,2025-05-07 17:35:42.600427,thermique,192.168.35.112,v1.3.6,28,68.2,0,1,1,False
raspi_040,2025-05-07 17:35:42.689912,multi,192.168.172.89,v3.7.1,20,58.5,0,1,1,False
raspi_068,2025-05-07 17:35:42.818995,multi,192.168.160.81,v3.4.6,18,38.7,0,1,1,False
raspi_012,2025-05-07 17:35:42.942904,thermique,192.168.144.192,v3.3.6,14,31.6,0,1,1,False
raspi_010,2025-05-07 17:35:43.038252,multi,192.168.29.26,v2.6.7,26,31.7,0,1,1,False
raspi_054,2025-05-07 17:35:43.693355,cardio,192.168.5.205,v1.6.0,12,71.8,0,1,1,False
raspi_027,2025-05-07 17:35:44.789222,thermique,192.168.81.99,v1.7.0,16,61.0,0,1,1,False
raspi_081,2025-05-07 17:35:44.832840,multi,192.168.236.166,v2.2.8,29,8.0,0,0,1,True
raspi_079,2025-05-07 17:35:45.107557,cardio,192.168.97.192,v2.4.9,30,60.4,0,1,1,False
raspi_082,2025-05-07 17:35:45.153575,multi,192.168.168.214,v3.6.0,23,69.5,0,1,1,False
raspi_052,2025-05-07 17:35:45.383919,multi,192.168.18.239,v2.2.4,21,48.2,0,1,1,False
raspi_092,2025-05-07 17:35:45.482088,cardio,192.168.208.161,v2.0.3,20,41.4,0,1,1,False
raspi_073,2025-05-07 17:35:45.671569,multi,192.168.128.11,v1.4.4,29,41.5,0,1,1,False
raspi_022,2025-05-07 17:35:45.845516,thermique,192.168.235.63,v3.7.4,21,68.5,0,1,1,False
raspi_094,2025-05-07 17:35:45.855889,cardio,192.168.39.114,v3.2.0,11,64.0,0,1,1,False
raspi_061,2025-05-07 17:35:46.029852,thermique,192.168.132.242,v3.6.4,22,60.7,0,0,1,True
raspi_019,2025-05-07 17:35:46.021766,multi,192.168.198.215,v1.5.5,12,65.4,0,1,1,False
raspi_028,2025-05-07 17:35:47.041699,multi,192.168.21.198,v1.8.9,30,39.5,0,1,1,False
raspi_050,2025-05-07 17:35:47.587589,thermique,192.168.71.160,v3.5.9,14,37.6,0,1,1,False
raspi_017,2025-05-07 17:35:47.716624,cardio,192.168.54.107,v1.1.9,25,67.8,0,1,1,False
raspi_001,2025-05-07 17:35:47.842434,thermique,192.168.71.145,v2.2.8,13,69.9,0,1,1,False
raspi_064,2025-05-07 17:35:48.490641,multi,192.168.246.22,v2.3.8,19,58.8,0,1,1,False
raspi_032,2025-05-07 17:35:48.459577,cardio,192.168.40.217,v2.4.7,24,43.3,0,1,1,False
raspi_006,2025-05-07 17:35:48.866896,cardio,192.168.253.139,v2.7.0,16,37.3,0,1,1,False
raspi_011,2025-05-07 17:35:49.244973,cardio,192.168.70.13,v2.7.4,27,73.9,0,1,1,False
raspi_098,2025-05-07 17:35:49.329843,cardio,192.168.197.179,v3.2.7,14,68.8,0,1,1,False
raspi_060,2025-05-07 17:35:49.667823,cardio,192.168.50.22,v2.3.6,28,42.9,0,1,1,False
raspi_084,2025-05-07 17:35:49.864981,cardio,192.168.78.157,v2.1.2,21,66.7,0,1,1,False
raspi_075,2025-05-07 17:35:50.050807,cardio,192.168.158.16,v2.9.8,11,66.4,0,0,0,True
raspi_048,2025-05-07 17:35:50.006423,thermique,192.168.174.24,v3.5.9,27,53.1,0,1,1,False
raspi_062,2025-05-07 17:35:50.778261,thermique,192.168.158.125,v1.0.4,20,74.9,0,1,1,False
raspi_041,2025-05-07 17:35:50.808096,multi,192.168.69.232,v3.2.8,24,32.2,0,1,1,False
raspi_057,2025-05-07 17:35:50.839568,thermique,192.168.212.7,v3.8.5,21,43.7,0,1,1,False
raspi_058,2025-05-07 17:35:50.867629,thermique,192.168.96.230,v2.2.4,10,56.8,0,1,1,False
raspi_096,2025-05-07 17:35:50.959188,multi,192.168.224.73,v3.4.3,11,61.6,0,1,1,False
raspi_024,2025-05-07 17:35:51.299123,thermique,192.168.185.103,v1.8.8,26,37.7,0,1,1,False
raspi_089,2025-05-07 17:35:51.384268,multi,192.168.53.184,v1.4.7,13,38.2,0,1,1,False
raspi_009,2025-05-07 17:35:51.323547,cardio,192.168.135.196,v3.1.2,20,58.2,0,1,1,False
raspi_046,2025-05-07 17:35:51.736430,cardio,192.168.179.186,v3.1.8,22,42.7,0,1,1,False
raspi_078,2025-05-07 17:35:51.867265,multi,192.168.126.81,v3.5.2,13,48.0,0,1,1,False
raspi_015,2025-05-07 17:35:51.920931,thermique,192.168.210.66,v2.3.9,10,50.3,0,1,1,False
raspi_069,2025-05-07 17:35:52.225785,cardio,192.168.206.128,v2.3.3,30,73.6,0,1,1,False
raspi_016,2025-05-07 17:35:52.311700,multi,192.168.177.112,v2.7.8,30,32.6,0,1,1,False
raspi_056,2025-05-07 17:35:52.407985,multi,192.168.103.171,v2.8.7,13,32.2,0,1,1,False
raspi_100,2025-05-07 17:35:52.462725,thermique,192.168.95.124,v3.9.2,16,34.1,0,1,1,False
raspi_070,2025-05-07 17:35:52.548733,thermique,192.168.96.207,v3.7.1,18,63.2,0,1,2,True
raspi_068,2025-05-07 17:35:53.099798,thermique,192.168.19.164,v2.5.2,26,4.6,0,1,1,True
raspi_095,2025-05-07 17:35:53.140199,multi,192.168.152.13,v3.2.2,14,72.3,0,1,1,False
raspi_080,2025-05-07 17:35:53.345608,cardio,192.168.19.88,v1.7.3,21,30.1,0,1,1,False
raspi_063,2025-05-07 17:35:53.734379,cardio,192.168.187.29,v2.5.3,20,34.4,0,1,1,False
raspi_025,2025-05-07 17:35:53.829108,cardio,192.168.84.173,v1.0.0,14,79.8,0,1,1,False
raspi_099,2025-05-07 17:35:53.987751,cardio,192.168.214.50,v1.5.2,12,53.8,0,1,1,False
raspi_086,2025-05-07 17:35:54.221337,cardio,192.168.38.68,v1.5.1,29,47.7,0,1,1,False
raspi_031,2025-05-07 17:35:54.312105,thermique,192.168.140.209,v2.4.9,26,67.6,0,1,1,False
raspi_037,2025-05-07 17:35:54.550962,thermique,192.168.95.38,v3.2.6,17,60.3,0,1,1,False
raspi_053,2025-05-07 17:35:54.683107,multi,192.168.90.182,v1.3.1,20,54.8,0,1,0,True
raspi_067,2025-05-07 17:35:54.733633,multi,192.168.231.195,v2.0.2,23,51.7,0,1,1,False
raspi_072,2025-05-07 17:35:54.839544,multi,192.168.103.127,v2.2.5,16,54.9,0,0,2,True
raspi_047,2025-05-07 17:35:54.892301,multi,192.168.110.167,v1.3.9,18,37.6,0,1,1,False
raspi_088,2025-05-07 17:35:55.178417,thermique,192.168.6.87,v1.6.2,12,5.4,0,0,1,True
raspi_038,2025-05-07 17:35:55.324406,cardio,192.168.224.22,v3.3.1,11,30.5,0,1,1,False
raspi_076,2025-05-07 17:35:55.368882,thermique,192.168.7.208,v2.1.2,21,34.0,0,1,1,False
raspi_003,2025-05-07 17:35:55.424996,multi,192.168.242.26,v2.0.0,16,64.2,0,1,1,False
raspi_052,2025-05-07 17:35:55.573279,multi,192.168.76.97,v3.7.7,16,68.2,0,1,1,False
raspi_030,2025-05-07 17:35:55.887541,multi,192.168.99.131,v3.4.8,23,42.8,0,1,1,False
raspi_097,2025-05-07 17:35:56.165181,cardio,192.168.89.146,v2.2.1,11,41.2,0,1,1,False
raspi_071,2025-05-07 17:35:56.365695,cardio,192.168.200.224,v2.1.4,20,53.8,0,1,1,False
raspi_026,2025-05-07 17:35:56.509823,multi,192.168.23.100,v3.7.6,15,69.2,0,1,1,False
raspi_028,2025-05-07 17:35:57.219560,cardio,192.168.117.119,v3.9.8,13,41.0,0,1,1,False
raspi_061,2025-05-07 17:35:57.281563,thermique,192.168.189.109,v3.6.3,18,36.3,0,1,1,False
raspi_093,2025-05-07 17:35:57.430613,thermique,192.168.93.73,v2.6.0,28,60.5,0,1,1,False
raspi_021,2025-05-07 17:35:57.547571,thermique,192.168.58.124,v2.9.8,13,35.5,1,1,0,True
raspi_002,2025-05-07 17:35:57.786060,thermique,192.168.241.179,v2.7.7,17,4.6,0,1,1,True
raspi_005,2025-05-07 17:35:57.812718,thermique,192.168.201.211,v3.0.7,30,49.3,0,1,1,False
raspi_059,2025-05-07 17:35:57.901716,multi,192.168.99.64,v2.2.1,26,52.8,0,1,1,False
raspi_083,2025-05-07 17:35:58.087562,thermique,192.168.185.98,v1.6.4,16,75.8,0,1,1,False
raspi_066,2025-05-07 17:35:58.156301,cardio,192.168.188.218,v3.2.4,26,69.8,0,1,1,False
raspi_079,2025-05-07 17:35:58.294105,multi,192.168.190.217,v3.9.5,15,65.5,0,1,1,False
raspi_051,2025-05-07 17:35:58.300603,multi,192.168.135.219,v3.3.5,20,45.0,0,1,2,True
raspi_013,2025-05-07 17:35:58.649574,multi,192.168.124.125,v2.5.4,11,45.1,0,1,1,False
raspi_022,2025-05-07 17:35:59.104476,thermique,192.168.245.154,v3.5.5,27,71.2,0,1,1,False
raspi_035,2025-05-07 17:35:59.121040,cardio,192.168.2.73,v3.3.7,29,6.6,0,1,1,True
raspi_012,2025-05-07 17:35:59.186273,cardio,192.168.6.127,v1.5.0,16,76.2,0,1,1,False
raspi_043,2025-05-07 17:35:59.196183,multi,192.168.17.49,v2.9.1,24,56.2,0,1,1,False
raspi_044,2025-05-07 17:35:59.499532,multi,192.168.196.119,v3.3.5,28,57.9,0,1,1,False
raspi_023,2025-05-07 17:35:59.654825,thermique,192.168.139.59,v3.2.9,20,52.0,0,1,1,False
raspi_049,2025-05-07 17:35:59.855484,multi,192.168.238.20,v3.9.3,22,46.5,0,1,1,False
raspi_091,2025-05-07 17:35:59.976713,cardio,192.168.248.50,v1.3.2,26,31.2,1,1,1,True
raspi_036,2025-05-07 17:36:00.023917,multi,192.168.225.34,v2.5.9,10,73.2,0,1,1,False
raspi_048,2025-05-07 17:36:00.269700,multi,192.168.38.48,v2.3.4,26,62.8,0,1,1,False
raspi_018,2025-05-07 17:36:00.508653,thermique,192.168.62.125,v2.8.4,11,61.6,1,1,1,True
raspi_073,2025-05-07 17:36:00.888569,multi,192.168.98.220,v1.2.7,14,41.9,0,1,1,False
raspi_040,2025-05-07 17:36:00.933837,cardio,192.168.130.67,v2.5.0,23,66.8,0,1,1,False
